production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
21000000; Family; Comedy;;60307;en;Diary of a Wimpy Kid: Rodrick Rules;14329891;Fox 2000 Pictures;25/03/2011 00:00;72417394;99;Diary of a Wimpy Kid: Rodrick Rules;63;238;;;;;;;2011;3
18000000; Science Fiction; Action; Adventure;106;en;Predator;50009408;Twentieth Century Fox Film Corporation;11/06/1987 00:00;98235548;107;Predator;73;2093;;;;;;;1987;6
18000000; Drama; History; Music;279;en;Amadeus;3182675;Warner Bros.;26/10/1984 00:00;51973029;160;Amadeus;78;1076;;;;;;;1984;10
0; Crime; Horror;;8617;en;Prom Night;9642041;Alliance Films;10/04/2008 00:00;14796236;88;Prom Night;48;167;;;;;;;2008;4
17000000; Comedy;;;10625;en;Mean Girls;36423717;Paramount Pictures;30/04/2004 00:00;129042871;97;Mean Girls;69;2320;;;;;;;2004;4
0; Comedy; Drama; Romance;10934;en;Under the Tuscan Sun;12309718;Timnick Films;30/04/2003 00:00;0;113;Under the Tuscan Sun;64;172;;;;;;;2003;4
19800000; Drama; Mystery; Thriller;5279;en;Gosford Park;11693272;USA Films;07/11/2001 00:00;87754044;137;Gosford Park;68;246;;;;;;;2001;11
18000000; Comedy; Drama; Fantasy;10013;en;Peggy Sue Got Married;12243887;American Zoetrope;05/10/1986 00:00;41382841;103;Peggy Sue Got Married;59;136;;;;;;;1986;10
18000000; Drama; Comedy;;194662;en;Birdman;89811154;Worldview Entertainment;27/08/2014 00:00;103215094;119;Birdman;74;4535;;;;;;;2014;8
18000000; Comedy; Drama;;160588;en;Blue Jasmine;34694216;Perdido Productions;25/07/2013 00:00;99206215;98;Blue Jasmine;70;1098;;;;;;;2013;7
15000000; Drama; History; Crime;9829;en;United 93;1750138;Universal Pictures;28/04/2006 00:00;76286096;111;United 93;69;367;;;;;;;2006;4
18000000; Romance; Music; Family;10028;en;Honey;18492655;Universal Pictures;24/11/2003 00:00;62646763;94;Honey;60;303;;;;;;;2003;11
18000000; Action; Comedy;;10535;en;Spy Hard;11238522;Hollywood Pictures;24/05/1996 00:00;0;81;Spy Hard;49;147;;;;;;;1996;5
1000000; Horror;;;790;en;The Fog;;;;;;;;;;;;;;;;
18000000; Action; Drama;;43959;en;Soul Surfer;19234672;Mandalay Pictures;08/04/2011 00:00;47088990;106;Soul Surfer;69;342;;;;;;;2011;4
18000000; War; Comedy; Drama;10364;en;Catch-22;4504377;Paramount Pictures;24/06/1970 00:00;24911670;121;Catch-22;67;72;;;;;;;1970;6
0; Comedy; Crime; Drama;16991;en;Observe and Report;10529143;Legendary Pictures;10/04/2009 00:00;24007324;86;Observe and Report;56;225;;;;;;;2009;4
18000000; Adventure; Fantasy; Action;9610;en;Conan the Destroyer;18379124;De Laurentiis Entertainment Group;29/06/1984 00:00;100000000;103;Conan the Destroyer;58;383;;;;;;;1984;6
18000000; Drama;;;1578;en;Raging Bull;35524457;United Artists;14/11/1980 00:00;23000000;129;Raging Bull;77;938;;;;;;;1980;11
18000000; Drama; Romance;;25643;en;Love Happens;13472365;Universal Pictures;18/09/2009 00:00;36133014;109;Love Happens;56;180;;;;;;;2009;9
18000000; Action; Adventure; Crime;11904;en;Young Sherlock Holmes;8321586;Paramount Pictures;04/12/1985 00:00;0;109;Young Sherlock Holmes;67;167;;;;;;;1985;12
0; Music; Comedy; Drama;28665;en;Fame;7668063;United Artists;01/01/2009 00:00;0;107;Fame;55;135;;;;;;;2009;1
18000000; Adventure; Drama; Thriller;44115;en;127 Hours;52464877;Fox Searchlight Pictures;05/11/2010 00:00;35692920;94;127 Hours;70;2606;;;;;;;2010;11
0; Action; Comedy; Crime;10569;en;Small Time Crooks;11423533;DreamWorks SKG;19/05/2000 00:00;0;94;Small Time Crooks;64;155;;;;;;;2000;5
18000000; Drama; Music;;10560;en;Center Stage;6961736;Columbia Pictures;12/05/2000 00:00;17200925;115;Center Stage;68;90;;;;;;;2000;5
17000000; Comedy; Family;;333348;en;Love the Coopers;9191187;Imagine Entertainment;12/11/2015 00:00;24000000;107;Love the Coopers;54;167;;;;;;;2015;11
18000000; Family; Action; Adventure;20483;en;Catch That Kid;4492859;Fox 2000 Pictures;06/02/2004 00:00;16702864;92;Catch That Kid;49;76;;;;;;;2004;2
18000000; Drama;;;11457;en;Life as a House;5706767;New Line Cinema;25/10/2001 00:00;0;125;Life as a House;72;120;;;;;;;2001;10
30000000; Drama; History;;321697;en;Steve Jobs;53670525;Universal Pictures;09/10/2015 00:00;34441873;122;Steve Jobs;68;1573;;;;;;;2015;10
18000000; Comedy; Romance;;19840;en;I Love You, Beth Cooper;1415192;Ingenious Film Partners;10/07/2009 00:00;0;102;I Love You, Beth Cooper;51;197;;;;;;;2009;7
18000000; Drama; Comedy; Romance;22327;en;Youth in Revolt;13462544;Dimension Films;11/09/2009 00:00;0;87;Youth in Revolt;59;319;;;;;;;2009;9
18000000; Action; Adventure; Romance;38665;en;The Legend of the Lone Ranger;11725805;ITC Entertainment;20/08/1981 00:00;2945600;98;The Legend of the Lone Ranger;37;14;;;;;;;1981;8
21000000; Drama; Thriller;;2575;en;The Tailor of Panama;7047975;Columbia Pictures;11/02/2001 00:00;28008462;109;The Tailor of Panama;62;92;;;;;;;2001;2
18000000; Drama; Mystery; Thriller;11644;en;Blow Out;13628601;Cinema 77;24/07/1981 00:00;12000000;108;Blow Out;73;236;;;;;;;1981;7
18000000; Action; Crime;;146227;en;Getaway;16520516;Dark Castle Entertainment;29/08/2013 00:00;10501938;90;Getaway;49;246;;;;;;;2013;8
18000000; Drama;;;68924;en;The Ice Storm;14916264;Fox Searchlight Pictures;27/09/1997 00:00;8038061;112;The Ice Storm;69;176;;;;;;;1997;9
18000000; Comedy; Drama; Romance;253235;en;And So It Goes;9633711;Castle Rock Entertainment;20/07/2014 00:00;25312387;94;And So It Goes;57;164;;;;;;;2014;7
0; Adventure; Comedy; Family;22102;en;Troop Beverly Hills;3455018;Columbia Pictures;22/03/1989 00:00;0;105;Troop Beverly Hills;56;56;;;;;;;1989;3
0; Comedy; Drama; Romance;18701;en;Being Julia;1946634;Serendipity Point Films;03/09/2004 00:00;0;104;Being Julia;64;23;;;;;;;2004;9
17000000; Drama; Romance;;10068;en;Nine 1/2 Weeks;12313143;Metro-Goldwyn-Mayer (MGM);14/02/1986 00:00;6735922;117;Nine 1/2 Weeks;58;177;;;;;;;1986;2
18000000; Fantasy;;;848;en;Dragonslayer;3258422;Paramount Pictures;26/06/1981 00:00;14110013;108;Dragonslayer;65;67;;;;;;;1981;6
0; Drama; Romance;;36811;en;The Last Station;3659292;Zephyr Films;04/09/2009 00:00;0;112;The Last Station;67;55;;;;;;;2009;9
18000000; Comedy; Drama; History;522;en;Ed Wood;24548633;Touchstone Pictures;27/09/1994 00:00;5887457;127;Ed Wood;73;630;;;;;;;1994;9
18000000; Drama;;;130150;en;Labor Day;17683563;Mr. Mudd Production;27/12/2013 00:00;20275812;111;Labor Day;67;299;;;;;;;2013;12
18000000; History;;;12246;ru;Монгол;101449;Kinokompaniya CTB;20/09/2007 00:00;26527510;120;Mongol: The Rise of Genghis Khan;65;158;;;;;;;2007;9
18000000; Action; Crime; Thriller;13809;en;RockNRolla;31887978;StudioCanal;04/09/2008 00:00;25739015;114;RockNRolla;69;836;;;;;;;2008;9
0; Adventure; Action; Science Fiction;27380;en;Megaforce;1110179;Golden Harvest Company;25/06/1982 00:00;0;99;Megaforce;35;15;;;;;;;1982;6
0; Drama;;;10549;en;Hamlet;9814785;Castle Rock Entertainment;25/12/1996 00:00;0;242;Hamlet;73;117;;;;;;;1996;12
25000000; Drama; Romance;;33870;en;Mao's Last Dancer;1876811;Great Scott Productions Pty. Ltd.;01/10/2009 00:00;20719451;117;Mao's Last Dancer;68;28;;;;;;;2009;10
18000000; Adventure; Drama; Science Fiction;245703;en;Midnight Special;32717853;Warner Bros.;18/02/2016 00:00;6212282;112;Midnight Special;62;694;;;;;;;2016;2
0; Comedy; Romance;;10739;en;Anything Else;8945081;DreamWorks SKG;27/08/2003 00:00;0;108;Anything Else;62;149;;;;;;;2003;8
18000000; Drama; History;;127560;en;The Railway Man;13916583;Archer Street Productions;26/12/2013 00:00;22309223;116;The Railway Man;67;273;;;;;;;2013;12
15238800; Crime; Drama; Mystery;37903;de;Das weisse Band;1794739;Les Films du Losange;21/05/2009 00:00;0;144;The White Ribbon;72;255;;;;;;;2009;5
0; Horror;;;396152;en;Restoration;2525569;[];03/05/2016 00:00;0;90;Restoration;53;11;;;;;;;2016;5
2700000; Romance; Science Fiction; Horror;10017;en;The Wraith;;;;;;;;;;;;;;;;
18000000; Drama; Mystery; Thriller;11468;en;Salton Sea;10991281;Castle Rock Entertainment;01/01/2002 00:00;676698;103;Salton Sea;70;104;;;;;;;2002;1
18000000; Music;;;193613;en;Metallica: Through the Never;7871686;Exclusive Media Group;25/09/2013 00:00;7972967;93;Metallica: Through the Never;67;83;;;;;;;2013;9
18000000; Drama;;;17436;en;The Informers;6333869;Senator Entertainment Co;05/11/2008 00:00;382174;98;The Informers;44;60;;;;;;;2008;11
18000000; Crime; Drama; Thriller;43434;en;Carlos;1138383;Egoli Tossell Film AG;19/05/2010 00:00;871279;338;Carlos;67;50;;;;;;;2010;5
18000000; Thriller; Drama;;31166;en;I Come with the Rain;8266124;Central-Europa Film;14/05/2009 00:00;0;114;I Come with the Rain;56;20;;;;;;;2009;5
0; Western; Action; Drama;69848;en;One Man's Hero;910529;Filmax;02/08/1999 00:00;0;121;One Man's Hero;93;2;;;;;;;1999;8
3500000; Horror; Science Fiction;;8408;en;Day of the Dead;18025206;Dead Films;19/07/1985 00:00;34000000;96;Day of the Dead;69;270;;;;;;;1985;7
18000000; Action; Crime; Drama;332411;en;I Am Wrath;10144222;Patriot Pictures;14/04/2016 00:00;0;92;I Am Wrath;45;179;;;;;;;2016;4
18000000; Action; Animation; Science Fiction;9389;fr;Renaissance;9244181;Onyx Films;16/03/2006 00:00;1831348;105;Renaissance;67;77;;;;;;;2006;3
17900000; Adventure; Fantasy; Action;9626;en;Red Sonja;12752463;Famous Films (II);09/04/1985 00:00;6948633;89;Red Sonja;50;206;;;;;;;1985;4
14000000; Thriller;;;75638;en;Red Lights;22748174;First Generation Films;02/03/2012 00:00;13551174;119;Red Lights;60;376;;;;;;;2012;3
20000000; Comedy;;;8363;en;Superbad;33436092;Columbia Pictures;17/08/2007 00:00;121463226;113;Superbad;70;2100;;;;;;;2007;8
0; Comedy; Crime; Drama;15670;en;Madea Goes to Jail;3107371;Lions Gate Films;16/02/2009 00:00;90508336;103;Madea Goes to Jail;64;52;;;;;;;2009;2
18000000; Horror; Action;;290555;en;Wolves;7922639;Copperheart Entertainment;28/08/2014 00:00;0;90;Wolves;57;82;;;;;;;2014;8
23000000; Music; Drama; Romance;8328;en;Step Up 2: The Streets;28973074;Summit Entertainment;14/02/2008 00:00;150816700;98;Step Up 2: The Streets;65;640;;;;;;;2008;2
15000000; Animation; Comedy; Family;10982;en;Hoodwinked!;23980329;The Weinstein Company;16/12/2005 00:00;51053787;80;Hoodwinked!;59;479;;;;;;;2005;12
17500000; Drama; History; War;205;en;Hotel Rwanda;2860542;Lions Gate Films;11/09/2004 00:00;38000000;121;Hotel Rwanda;75;793;;;;;;;2004;9
24000000; Action; Crime; Drama;1620;en;Hitman;42669304;Twentieth Century Fox Film Corporation;21/11/2007 00:00;99965753;89;Hitman;59;966;;;;;;;2007;11
17500000; Drama; Music;;175541;en;Black Nativity;7180403;Fox Searchlight Pictures;27/11/2013 00:00;7018189;93;Black Nativity;58;16;;;;;;;2013;11
18000000; Thriller; Action;;241254;en;The Prince;21638673;Grindstone Entertainment Group;22/08/2014 00:00;266586800;93;The Prince;46;218;;;;;;;2014;8
0; Thriller;;;31932;en;City of Ghosts;264486;[];01/01/2002 00:00;0;116;City of Ghosts;54;18;;;;;;;2002;1
0; Horror; Drama; Mystery;1933;en;The Others;25881355;Cruise/Wagner Productions;02/08/2001 00:00;0;101;The Others;74;1660;;;;;;;2001;8
18500000; Horror; Action; Thriller;679;en;Aliens;6766094;Twentieth Century Fox Film Corporation;18/07/1986 00:00;183316455;137;Aliens;77;3220;;;;;;;1986;7
17000000; Drama; Family; Music;11113;en;My Fair Lady;20786616;Warner Bros.;21/10/1964 00:00;72070731;170;My Fair Lady;74;352;;;;;;;1964;10
17000000; Horror; Thriller; Mystery;3597;en;I Know What You Did Last Summer;27654472;Columbia Pictures Corporation;17/10/1997 00:00;125586134;100;I Know What You Did Last Summer;56;687;;;;;;;1997;10
17000000; Comedy;;;193893;en;Let's Be Cops;70668923;Twentieth Century Fox Film Corporation;13/08/2014 00:00;136621271;104;Let's Be Cops;64;1219;;;;;;;2014;8
16000000; Comedy; Drama; Romance;9675;en;Sideways;23425431;Fox Searchlight Pictures;22/10/2004 00:00;109502303;126;Sideways;69;478;;;;;;;2004;10
17500000; Comedy;;;9988;en;Beerfest;14304444;Broken Lizard Industries;25/08/2006 00:00;19179969;110;Beerfest;58;172;;;;;;;2006;8
300000; Horror; Thriller;;948;en;Halloween;30301307;Compass International Pictures;25/10/1978 00:00;70000000;91;Halloween;74;1035;;;;;;;1978;10
17000000; Comedy; Family; Science Fiction;21765;en;Good Boy!;356033;Jim Henson Pictures;10/10/2003 00:00;0;87;Good Boy!;47;30;;;;;;;2003;10
17000000; Comedy;;;146304;en;The Best Man Holiday;7210095;Universal;15/11/2013 00:00;71625195;123;The Best Man Holiday;67;110;;;;;;;2013;11
17000000; Action; Comedy; Crime;7516;en;Smokin' Aces;23491962;Universal Pictures;09/12/2006 00:00;57103895;109;Smokin' Aces;64;534;;;;;;;2006;12
20000000; Horror; Crime;;41439;en;Saw 3D;36133536;Lionsgate;21/10/2010 00:00;136150434;90;Saw: The Final Chapter;58;730;;;;;;;2010;10
17000000; Comedy; Romance;;2752;en;40 Days and 40 Nights;1418136;Miramax Films;01/03/2002 00:00;0;94;40 Days and 40 Nights;52;297;;;;;;;2002;3
17000000; Comedy;;;9429;en;A Night at the Roxbury;12709227;Paramount Pictures;01/10/1998 00:00;30331165;81;A Night at the Roxbury;59;198;;;;;;;1998;10
17000000; Drama; Fantasy; Romance;38117;en;Beastly;24054062;CBS Films;21/01/2011 00:00;43165571;86;Beastly;60;849;;;;;;;2011;1
15000000; Horror; Thriller;;9792;en;The Hills Have Eyes;35107857;Fox Searchlight Pictures;10/03/2006 00:00;69623713;107;The Hills Have Eyes;61;705;;;;;;;2006;3
0; Comedy;;;13778;en;Dickie Roberts: Former Child Star;10149569;Paramount Pictures;05/09/2003 00:00;0;98;Dickie Roberts: Former Child Star;51;64;;;;;;;2003;9
0; Drama;;;228203;en;McFarland, USA;14023082;Walt Disney Pictures;20/02/2015 00:00;45710059;128;McFarland, USA;74;213;;;;;;;2015;2
0; Comedy;;;41382;en;Lottery Ticket;9054803;Cube Vision;20/08/2010 00:00;0;99;Lottery Ticket;56;54;;;;;;;2010;8
20000000; Drama;;;13960;en;ATL;5422285;Warner Bros.;31/03/2006 00:00;21170563;105;ATL;60;32;;;;;;;2006;3
17000000; Comedy; Music; Romance;114150;en;Pitch Perfect;32746486;Brownstone Productions;28/09/2012 00:00;115350426;112;Pitch Perfect;73;2247;;;;;;;2012;9
34000000; Drama; Comedy; Romance;26602;en;Summer Catch;3960098;Tollin/Robbins Productions;22/08/2001 00:00;19693891;108;Summer Catch;48;63;;;;;;;2001;8
0; Drama; Crime; Thriller;10223;en;A Simple Plan;10178917;Paramount Pictures;11/12/1998 00:00;0;121;A Simple Plan;69;187;;;;;;;1998;12
17000000; Horror; Thriller;;16028;en;They;4544216;Dimension Films;01/11/2002 00:00;0;89;They;46;74;;;;;;;2002;11
0; Comedy;;;15639;en;Larry the Cable Guy: Health Inspector;2184708;Parallel Pictures;24/03/2006 00:00;0;89;Larry the Cable Guy: Health Inspector;33;17;;;;;;;2006;3
0; Family;;;16112;en;The Adventures of Elmo in Grouchland;309159;Columbia Pictures;01/10/1999 00:00;0;73;The Adventures of Elmo in Grouchland;63;14;;;;;;;1999;10
17000000; Crime; Drama; Thriller;26390;en;Brooklyn's Finest;18790102;Nu Image Films;16/01/2009 00:00;29536299;133;Brooklyn's Finest;62;293;;;;;;;2009;1
17000000; Action; Drama; History;27759;en;55 Days at Peking;3321095;Allied Artists Pictures;06/05/1963 00:00;10000000;154;55 Days at Peking;63;36;;;;;;;1963;5
17000000; Horror;;;109428;en;Evil Dead;33912116;TriStar Pictures;05/04/2013 00:00;97542952;91;Evil Dead;64;1723;;;;;;;2013;4
17000000; Comedy; Romance;;23049;en;My Life in Ruins;5787891;Fox Searchlight Pictures;06/02/2009 00:00;20455276;95;My Life in Ruins;56;101;;;;;;;2009;2
17000000; Comedy; Drama; Family;9310;en;American Dreamz;7864011;Universal Pictures;04/03/2006 00:00;7314027;107;American Dreamz;49;95;;;;;;;2006;3
17000000; Action; Adventure; Science Fiction;11411;en;Superman IV: The Quest for Peace;17062117;Cannon Films;23/07/1987 00:00;19300000;90;Superman IV: The Quest for Peace;41;318;;;;;;;1987;7
0; Drama;;;16988;en;How She Move;1782666;MTV Films;25/01/2008 00:00;0;94;How She Move;30;6;;;;;;;2008;1
17000000; Action; Crime; Drama;7304;en;Running Scared;19311572;International Production Company;06/01/2006 00:00;9500000;122;Running Scared;70;331;;;;;;;2006;1
0; Drama;;;24747;en;Bobby Jones: Stroke of Genius;2897449;Dean River Productions;30/04/2004 00:00;0;120;Bobby Jones: Stroke of Genius;55;19;;;;;;;2004;4
17000000; Adventure;;;58048;en;Shanghai Surprise;138564;HandMade Films;29/08/1986 00:00;0;97;Shanghai Surprise;29;15;;;;;;;1986;8
40000000; Fantasy; Drama; Thriller;1491;en;The Illusionist;36960953;Michael London Productions;18/08/2006 00:00;86915017;110;The Illusionist;71;1615;;;;;;;2006;8
17000000; Adventure; Thriller;;2989;en;Roar;115641;American Filmworks;12/11/1981 00:00;2000000;102;Roar;56;19;;;;;;;1981;11
17000000; Drama; Crime; Thriller;10629;en;Veronica Guerin;9583578;Jerry Bruckheimer Films;11/07/2003 00:00;1569918;98;Veronica Guerin;68;59;;;;;;;2003;7
17000000; Thriller; Romance;;255343;en;Escobar: Paradise Lost;25112567;Nexus Factory;11/10/2014 00:00;3758328;120;Escobar: Paradise Lost;61;271;;;;;;;2014;10
17000000; Action; Adventure; Comedy;4723;en;Southland Tales;9349386;Universal Pictures;15/05/2006 00:00;374743;144;Southland Tales;52;153;;;;;;;2006;5
15000000; Animation; Family;;10800;fr;Chasseurs de dragons;8884405;Futurikon;19/03/2008 00:00;0;80;Dragon Hunters;65;129;;;;;;;2008;3
17000000; Action; Adventure; Science Fiction;25763;en;Damnation Alley;2215261;Twentieth Century Fox Film Corporation;10/09/1977 00:00;8720000;91;Damnation Alley;50;27;;;;;;;1977;9
17000000; Horror; Thriller;;79694;en;The Apparition;6385234;StudioCanal;23/08/2012 00:00;9627492;82;The Apparition;45;140;;;;;;;2012;8
16500000; Comedy; Drama; Family;4032;en;My Girl;20935169;Columbia Pictures;27/11/1991 00:00;0;102;My Girl;70;428;;;;;;;1991;11
16800000; Drama; Mystery; Romance;18615;en;Fur: An Imaginary Portrait of Diane Arbus;4358255;River Road Entertainment;30/08/2006 00:00;2281089;122;Fur: An Imaginary Portrait of Diane Arbus;58;73;;;;;;;2006;8
15000000; Crime; Drama;;10673;en;Wall Street;24898687;Twentieth Century Fox Film Corporation;10/12/1987 00:00;43848069;126;Wall Street;70;546;;;;;;;1987;12
16500000; Drama; Romance;;4584;en;Sense and Sensibility;20898711;Columbia Pictures Corporation;13/12/1995 00:00;135000000;136;Sense and Sensibility;72;352;;;;;;;1995;12
16500000; Drama; Romance;;2977;en;Becoming Jane;18236284;Ecosse Films;02/03/2007 00:00;37311672;120;Becoming Jane;69;317;;;;;;;2007;3
16500000; Comedy;;;10760;en;Sydney White;1074648;Morgan Creek Productions;21/09/2007 00:00;13620075;108;Sydney White;60;236;;;;;;;2007;9
16500000; Drama;;;11093;en;House of Sand and Fog;12102725;DreamWorks SKG;19/12/2003 00:00;16942795;126;House of Sand and Fog;70;199;;;;;;;2003;12
16400000; Drama;;;207;en;Dead Poets Society;55458584;Touchstone Pictures;02/06/1989 00:00;235860116;129;Dead Poets Society;81;2705;;;;;;;1989;6
16000000; Comedy;;;8467;en;Dumb and Dumber;35777067;New Line Cinema;16/12/1994 00:00;247275374;107;Dumb and Dumber;65;1859;;;;;;;1994;12
16000000; Comedy; Romance; Drama;639;en;When Harry Met Sally...;18430419;Castle Rock Entertainment;21/07/1989 00:00;92823546;96;When Harry Met Sally...;73;950;;;;;;;1989;7
16000000; Drama;;;24226;en;The Verdict;;;;;;;;;;;;;;;;
16000000; Comedy; Adventure;;9285;en;Road Trip;14759948;DreamWorks SKG;19/05/2000 00:00;119754278;93;Road Trip;59;542;;;;;;;2000;5
0; Comedy; Drama; Romance;14709;en;Varsity Blues;9229999;Paramount Pictures;15/01/1999 00:00;0;106;Varsity Blues;60;122;;;;;;;1999;1
15000000; Drama; Comedy; Romance;74643;en;The Artist;29943316;France 3 Cin\u00e9ma;15/05/2011 00:00;133432856;100;The Artist;73;1049;;;;;;;2011;5
16000000; Horror; Thriller; Mystery;13788;en;The Unborn;15788784;Rogue Pictures;09/01/2009 00:00;76514050;87;The Unborn;48;365;;;;;;;2009;1
16000000; Comedy; Drama; Romance;83666;en;Moonrise Kingdom;41083914;Scott Rudin Productions;16/05/2012 00:00;68263166;94;Moonrise Kingdom;76;1662;;;;;;;2012;5
16000000; Horror;;;10781;en;The Texas Chainsaw Massacre: The Beginning;21380635;New Line Cinema;06/10/2006 00:00;0;91;The Texas Chainsaw Massacre: The Beginning;59;402;;;;;;;2006;10
18500000; Drama;;;318850;en;The Young Messiah;1884558;Focus Features;10/03/2016 00:00;6490401;120;The Young Messiah;64;30;;;;;;;2016;3
0; Comedy; Family;;13908;en;The Master of Disguise;4382761;Columbia Pictures;02/08/2002 00:00;0;80;The Master of Disguise;37;78;;;;;;;2002;8
19000000; Fantasy; Drama; War;1417;es;El laberinto del fauno;90809408;Estudios Picasso;27/05/2006 00:00;83258226;118;Pan's Labyrinth;76;3041;;;;;;;2006;5
0; Action; Comedy; Family;39180;en;See Spot Run;6579017;Village Roadshow Pictures;02/03/2001 00:00;0;94;See Spot Run;48;44;;;;;;;2001;3
16000000; Crime; Drama; Romance;16161;en;Baby Boy;7854989;Columbia Pictures;27/06/2001 00:00;29381649;130;Baby Boy;74;55;;;;;;;2001;6
16000000; Thriller; Drama; Horror;49950;en;The Roommate;11807269;Vertigo Entertainment;04/02/2011 00:00;40492759;91;The Roommate;53;224;;;;;;;2011;2
17700000; Mystery; Adventure; Comedy;10956;en;Joe Dirt;15976335;Columbia Pictures;10/04/2001 00:00;30987695;91;Joe Dirt;55;242;;;;;;;2001;4
15000000; Thriller; Action; Crime;9594;en;Double Impact;10484642;Stone Group Pictures;10/08/1991 00:00;30102717;110;Double Impact;53;215;;;;;;;1991;8
12000000; Crime; Action; Comedy;4638;en;Hot Fuzz;38623178;Universal Pictures;14/02/2007 00:00;80573774;121;Hot Fuzz;74;2199;;;;;;;2007;2
16000000; Comedy; Drama; Romance;13972;en;The Women;88321;New Line Cinema;12/09/2008 00:00;50007546;114;The Women;46;96;;;;;;;2008;9
15000000; Drama; Romance;;5038;en;Vicky Cristina Barcelona;32758254;The Weinstein Company;15/08/2008 00:00;96408652;96;Vicky Cristina Barcelona;67;1020;;;;;;;2008;8
25000000; Action; Adventure; Drama;13491;sv;Arn: Tempelriddaren;6091033;Danmarks Radio (DR);17/12/2007 00:00;0;139;Arn: The Knight Templar;64;76;;;;;;;2007;12
16000000; Comedy; Drama; Romance;10571;en;Boys and Girls;9119797;Punch 21 Productions;16/06/2000 00:00;20627372;94;Boys and Girls;54;103;;;;;;;2000;6
0; Drama;;;10994;en;White Oleander;9423866;Pandora Filmproduktion;11/10/2002 00:00;0;109;White Oleander;72;108;;;;;;;2002;10
16000000; Comedy; Horror;;19994;en;Jennifer's Body;32257414;Dune Entertainment;18/09/2009 00:00;31556061;100;Jennifer's Body;53;837;;;;;;;2009;9
16000000; Comedy; Crime; Mystery;25166;en;Drowning Mona;3021835;Code Entertainment;03/03/2000 00:00;15427192;96;Drowning Mona;54;43;;;;;;;2000;3
16000000; Comedy; Drama;;30890;en;Radio Days;7612849;Orion Pictures;30/01/1987 00:00;0;90;Radio Days;70;127;;;;;;;1987;1
20000000; Drama; Romance;;23169;en;Remember Me;36764666;Summit Entertainment;12/03/2010 00:00;0;113;Remember Me;69;948;;;;;;;2010;3
0; Drama; Comedy; Romance;17403;en;How to Deal;3199784;Golden Mean;18/07/2003 00:00;0;99;How to Deal;57;42;;;;;;;2003;7
20000000; Comedy; Science Fiction;;12120;en;My Stepmother is an Alien;9455596;Weintraub Entertainment Group;09/12/1988 00:00;13854000;108;My Stepmother is an Alien;53;131;;;;;;;1988;12
26000000; Drama;;;9800;en;Philadelphia;44301745;TriStar Pictures;22/12/1993 00:00;206678440;125;Philadelphia;76;988;;;;;;;1993;12
16000000; Thriller; Science Fiction; Mystery;1090;en;The Thirteenth Floor;19890428;Columbia Pictures;16/04/1999 00:00;18564088;100;The Thirteenth Floor;68;378;;;;;;;1999;4
16000000; Comedy; Drama;;18475;en;The Cookout;830596;Cookout Productions;03/09/2004 00:00;12;97;The Cookout;46;10;;;;;;;2004;9
0; Action; Science Fiction; Thriller;40160;en;Meteor;2637355;Palladium Productions;19/10/1979 00:00;0;107;Meteor;51;36;;;;;;;1979;10
0; Comedy; Drama; Music;18074;en;Duets;225453;Hollywood Pictures;09/09/2000 00:00;0;112;Duets;55;34;;;;;;;2000;9
16000000; Comedy; Drama;;9689;en;Hollywood Ending;8711782;DreamWorks SKG;03/05/2002 00:00;0;112;Hollywood Ending;64;113;;;;;;;2002;5
6500000; Comedy; Music;;9781;en;Detroit Rock City;5700333;New Line Cinema;13/08/1999 00:00;4217115;95;Detroit Rock City;67;100;;;;;;;1999;8
16000000; Adventure; Action; Fantasy;8009;en;Highlander;29253833;Davis-Panzer Productions;07/03/1986 00:00;5900000;116;Highlander;68;624;;;;;;;1986;3
16000000; Drama;;;3877;en;Things We Lost in the Fire;8842869;DreamWorks SKG;26/09/2007 00:00;2849142;113;Things We Lost in the Fire;67;90;;;;;;;2007;9
16000000; Science Fiction; Action; Adventure;8854;en;Steel;2848727;Quincy Jones-David Salzman Entertainment;15/08/1997 00:00;1686429;97;Steel;43;48;;;;;;;1997;8
16000000; Drama; Romance;;152599;en;The Immigrant;13832464;Kingsgate Films;03/07/2013 00:00;5867686;117;The Immigrant;62;250;;;;;;;2013;7
0; Drama; History; Family;18840;en;The White Countess;4488547;Sony Pictures Classics;30/10/2005 00:00;0;135;The White Countess;69;21;;;;;;;2005;10
20000000; Thriller; Crime; Drama;68727;en;Trance;38802415;Cloud Eight Films;27/03/2013 00:00;24261569;101;Trance;65;956;;;;;;;2013;3
16000000; Romance; Comedy;;12657;en;Soul Plane;9400404;Metro-Goldwyn-Mayer (MGM);28/05/2004 00:00;14822346;86;Soul Plane;47;108;;;;;;;2004;5
11000000; Comedy;;;8265;fr;Bienvenue chez les ch'tis;18923181;Centre National de la Cin\u00e9matographie;09/01/2008 00:00;53191886;106;Welcome to the Sticks;68;615;;;;;;;2008;1
0; Drama;;;12410;en;Good;2397987;[];11/12/2008 00:00;0;96;Good;63;29;;;;;;;2008;12
13000000; Fantasy; Drama;;34647;en;Enter the Void;2039955;BIM Distribuzione;05/05/2009 00:00;754249;161;Enter the Void;72;387;;;;;;;2009;5
